employee_id,expense_category_code,expense_type_id,n_claims_total,n_clean_approved,n_rejected,reject_rate,amount_centre,amount_spread,amount_cv,amount_min,amount_max,gap_centre_days,gap_spread_days,lag_centre_days,lag_spread_days,months_active,first_claim,last_claim,pattern_type
1040,LEARN,13,2,1,1,0.5,10079.24,503.96,0.05,10079.24,10079.24,,,5.0,0.2,0.0,2025-07-08 00:00:00.000000000,2025-07-08 00:00:00.000000000,too_few
1042,FUEL,10,18,17,1,0.05555555555555555,3186.82,658.41,0.2066,2190.49,4060.51,29.0,3.0,3.0,3.0,17.0,2025-01-21 00:00:00.000000000,2026-06-21 03:38:08.002132560,moderate
1042,TRVL,6,38,31,6,0.15789473684210525,612.77,30.64,0.05,575.88,631.12,14.0,1.5,5.0,1.5,17.1,2025-01-15 00:00:00.000000000,2026-06-20 23:19:38.991484119,steady
1043,INT,1,20,19,1,0.05,1902.64,367.98,0.1934,1348.83,2347.25,27.5,3.7,4.0,3.0,16.8,2025-02-01 20:14:26.362149897,2026-06-28 00:36:27.541346071,moderate
1043,LEARN,13,2,2,0,0.0,12245.64,612.28,0.05,11967.77,12523.51,295.0,14.8,9.0,1.5,9.7,2025-03-06 00:00:00.000000000,2025-12-26 02:27:48.236143096,too_few
1043,TRVL,7,8,7,1,0.125,12692.76,3145.8,0.2478,8870.1,15411.77,72.0,13.3,1.0,1.5,16.7,2025-02-04 00:00:00.000000000,2026-06-28 16:17:11.035190809,moderate
1044,INT,1,17,14,3,0.17647058823529413,1002.94,50.15,0.05,952.04,1031.99,32.0,1.6,4.0,2.2,16.1,2025-02-01 00:00:00.000000000,2026-06-05 09:33:35.933418603,steady
1044,LEARN,11,4,3,1,0.25,2356.23,117.81,0.05,2278.34,2773.8,200.0,78.6,15.0,0.8,13.1,2025-04-05 00:00:00.000000000,2026-05-10 23:36:23.804902602,steady
1045,FUEL,9,19,18,0,0.0,427.44,129.17,0.3022,205.5,763.25,34.0,10.4,17.0,3.7,16.8,2025-01-15 00:00:00.000000000,2026-06-09 21:28:55.250330743,inconsistent
1045,INT,2,2,1,1,0.5,1047.14,52.36,0.05,1047.14,1047.14,,,21.0,1.0,0.0,2026-03-21 00:00:00.000000000,2026-03-21 00:00:00.000000000,too_few
1045,LEARN,11,4,2,2,0.5,610.45,30.52,0.05,593.38,627.52,275.0,13.8,0.5,0.7,9.0,2025-03-24 00:00:00.000000000,2025-12-24 16:33:09.057302284,too_few
1045,LEARN,12,3,3,0,0.0,5722.84,286.14,0.05,5642.02,7192.02,216.0,47.4,15.0,0.8,14.2,2025-01-19 00:00:00.000000000,2026-03-28 09:11:43.876459334,steady
1046,MEAL,3,10,2,8,0.8,402.74,20.14,0.05,396.72,408.76,66.0,3.3,5.0,3.0,2.2,2026-04-24 00:00:00.000000000,2026-06-29 02:52:18.150991074,too_few
1046,TRVL,7,6,5,1,0.16666666666666666,8023.8,1430.15,0.1782,6241.99,8988.42,90.5,20.0,17.0,1.5,11.6,2025-03-19 00:00:00.000000000,2026-03-08 00:39:33.382018091,moderate
1046,TRVL,8,4,2,2,0.5,10975.4,9924.06,0.9042,4281.71,17669.08,307.0,15.4,19.0,1.5,10.1,2025-04-29 00:00:00.000000000,2026-03-02 17:43:58.788443748,too_few
1047,INT,1,19,15,4,0.21052631578947367,1234.94,385.48,0.3121,937.31,1768.68,30.0,5.2,3.0,3.0,17.4,2025-01-12 00:00:00.000000000,2026-06-27 18:26:04.398694341,inconsistent
1047,MEAL,4,12,7,5,0.4166666666666667,3497.33,621.98,0.1778,2814.53,4462.41,47.0,5.9,2.0,1.5,13.7,2025-02-05 00:00:00.000000000,2026-03-29 08:14:43.579172698,moderate
1047,MED,15,2,2,0,0.0,33610.61,10214.67,0.3039,26720.91,40500.31,440.0,22.0,4.0,1.5,14.5,2025-04-02 00:00:00.000000000,2026-06-16 20:44:17.002798664,too_few
1047,TRVL,7,7,5,2,0.2857142857142857,5527.49,276.37,0.05,5308.05,5684.02,72.5,5.2,2.0,1.5,14.8,2025-03-07 00:00:00.000000000,2026-05-30 07:43:08.199290526,steady
1047,TRVL,8,1,1,0,0.0,13294.61,664.73,0.05,13294.61,13294.61,,,21.0,1.0,0.0,2026-04-27 00:00:00.000000000,2026-04-27 00:00:00.000000000,too_few
1048,INT,1,19,17,2,0.10526315789473684,1051.03,52.55,0.05,1018.26,1096.07,27.5,4.4,4.0,1.5,16.4,2025-02-10 15:49:53.523277392,2026-06-25 03:32:08.120189327,steady
1048,TRVL,7,2,2,0,0.0,3195.53,221.38,0.0693,3046.21,3344.85,69.0,3.4,21.5,1.1,2.3,2025-02-15 00:00:00.000000000,2025-04-25 00:00:00.000000000,too_few
1049,INT,1,18,15,3,0.16666666666666666,1330.58,328.03,0.2465,366.92,2554.46,37.5,14.1,21.0,3.0,16.7,2025-01-12 00:00:00.000000000,2026-06-04 16:41:31.572583201,moderate
1049,INT,2,2,1,1,0.5,971.99,48.6,0.05,971.99,971.99,,,11.0,0.6,0.0,2026-02-14 00:00:00.000000000,2026-02-14 00:00:00.000000000,too_few
1049,MED,15,1,1,0,0.0,34547.97,1727.4,0.05,34547.97,34547.97,,,1.0,0.0,0.0,2025-11-09 00:00:00.000000000,2025-11-09 00:00:00.000000000,too_few
1049,TRVL,8,5,3,2,0.4,9411.33,470.57,0.05,9198.1,22109.81,178.0,109.7,18.0,1.5,11.7,2025-05-19 12:14:10.830281522,2026-05-11 11:19:53.668757332,steady
